MAINUPC,ITEMNAME,SizeName,PackName,ItemPrice,TOTALQTY_MULTI,CaseCost,Margin,ItemTypeDesc
08218400439,JACK DANIEL'S APPLE,50ML,Single,0.00,0,,0.00,
08218400593,JACK DANIELS BONDED,750ML,,0.00,0,33.99,0.00,
08218400594,JACK DANIELS TRIPLE MASH,750ML,,0.00,0,0.00,0.00,
08218400684,JACK DANIELS BONDED RYE,750ML,,0.00,0,33.99,0.00,
08218400703,JACK DANIELS MCLAREN EDITION,1.0L,,0.00,0,29.99,0.00,
08218400705,JACK DANIELS 10 YR,750ML,,0.00,0,0.00,0.00,
08218403501,GENTLEMAN JACK,200ML,,0.00,0,8.24,0.00,
08218403871,GENTLEMAN JACK,375ML,,0.00,0,14.37,0.00,
08218405553,JACK DANIELS SINATRA SELECT,750ML,,0.00,0,132.99,0.00,
08218405611,JACK DENIALS WINTER JACK,750ML,,0.00,0,162.92,0.00,
08218408183,JACK DANIELS REG,100ML,,0.00,0,194.80,0.00,
08218408700,JACK DANIEL'S SINGLE BARREL,750ML,,0.00,0,,0.00,
08218409042,JACK DANIELS REG,1.75L,,0.00,0,224.00,0.00,
08218409044,JACK DANIELS REG,1.0L,,0.00,0,324.92,0.00,
08218409046,JACK DANIELS REG,750ML,,0.00,0,238.80,0.00,
08218409050,JACK DANIELS REG,375ML,,0.00,0,302.24,0.00,
08218409052,JACK DANIELS REG,200ML,,0.00,0,376.80,0.00,
08218413870,GENTLEMAN JACK,50ML,Single,0.00,0,30.59,0.00,
08218420687,JACK DANIELS COCA COLA CAN,355ML,4-Pack,0.00,0,58.44,0.00,
08218420688,JD & COKE ZERO SUGAR,12 OZ,4-Pack,0.00,0,58.44,0.00,
08218420721,JACK CAN JAK/GINGER ALE,12 OZ,4-Pack,0.00,0,58.44,0.00,
08218423879,GENTLEMAN JACK,750ML,,0.00,0,315.80,0.00,
0821920,CAPTAIN MORGAN MINI 100 PROOF,50ML,Single,0.00,0,91.20,0.00,
08223061494,DEKUYPER PEACHTREE SCHNAPPS,375ML,,0.00,0,,0.00,
08224201041,BOTA MINI CAB SAUV,500mL,,0.00,0,36.11,0.00,
08224201045,BOTA BOX CABERNET SAUVIGNON,3.0L,,0.00,0,43.89,0.00,
08224201090,NOBLE MARQUIS RED BLEND,750ML,,0.00,0,74.00,0.00,
08224201101,BOTA MINI CHARDONNAY,500mL,,0.00,0,36.40,0.00,
08224201105,BOTA BOX CHARDONNAY,3.0L,,0.00,0,43.89,0.00,
08224201212,FOG HEAD CAB. SAUV.,750ML,,0.00,0,,0.00,
08224201236,BOTA BOX PINOT NOIR,3.0L,,0.00,0,43.89,0.00,
08224201284,GNARLY HEAD AUTHENTIC BLACK,750ML,,0.00,0,72.25,0.00,
08224201293,BOTA BOX SAUVIGNON BLANC,3.0L,,0.00,0,43.89,0.00,
08224201307,DIORA PINOT NOIR,750ML,,0.00,0,152.25,0.00,
08224201325,BOTA BOX PINOT GRIGIO,3.0L,,0.00,0,43.89,0.00,
08224201331,BOTA MINI PINOT GRIGIO,500mL,,0.00,0,36.40,0.00,
08224201374,BOTA BOX NIGHTHAWK RED BLEND,3.0L,,0.00,0,43.89,0.00,
08224201384,1924 BLACK RED BLEND,750ML,,0.00,0,88.00,0.00,
08224201392,ZACK BROWN CAB.SAUV.,750ML,,0.00,0,128.00,0.00,
08224201393,ZACK BROWN UNCAGED RED BLEND,750ML,,0.00,0,120.00,0.00,
08224201429,ZACK BROWN PINOT NOIR,750ML,,0.00,0,128.00,0.00,
08224201431,BOTA MINI SAV BLANC,500mL,,0.00,0,36.40,0.00,
08224201437,BOTA BOX DRY ROSE,3.0L,,0.00,0,42.89,0.00,
08224201438,BOTA BOX NIGHTHAWK CAB SAUV,3.0L,,0.00,0,43.89,0.00,
08224201443,1924 DOUBLE BLACK CAB.SAUV.,750ML,,0.00,0,88.00,0.00,
08224201473,ZACK BROWN CHARD,750ML,,0.00,0,120.00,0.00,
08224201484,THREE FINGER JACK CAB SAUV,750ML,,0.00,0,128.00,0.00,
08224201495,BOTA BOX OLD VINE ZIN,3.0L,,0.00,0,43.89,0.00,
08224201513,CIGAR BOX HUMIDOR CAB.SAUV.,750ML,,0.00,0,,0.00,
08224201548,DIORA LA SPLENDEUR CHARDONNAY,750ML,,0.00,0,118.00,0.00,
08224201569,BOTA BOX NIGHTHAWK BUTTERY CHARD.,3.0L,,0.00,0,43.89,0.00,
08224201604,BOTA BOX NIGHTHAWK SAUV. BLANC,3.0L,,0.00,0,42.14,0.00,
08224201605,BOTA BOX REDVOLUTION,3.0L,,0.00,0,44.39,0.00,
08224201606,BOTA BOX NIGHTHAWK BOUR.CAB.,3.0L,,0.00,0,43.89,0.00,
08224201613,THREE FINGER JACK RED BLEND,750ML,,0.00,0,136.29,0.00,
08224201631,SCARLET VINE CAB.SAUV.,750ML,,0.00,0,120.00,0.00,
08224201675,1924 GNARLY HEAD SAUV.BLANC,750ML,,0.00,0,88.00,0.00,
08224201682,BOTA BOX BREEZE SAUV BLANC,3.0L,,0.00,0,43.89,0.00,
08224201755,BOTA BOX MERLOT,3.0L,,0.00,0,43.89,0.00,
08224201763,BOTA BOX BREEZE CHARD,3.0L,,0.00,0,43.89,0.00,
08224201765,BOTA BOX NIGHTHAWK MALBEC,3.0L,,0.00,0,44.39,0.00,
08224201775,ZACK BROWN BOUR. CAB ,750ML,,0.00,0,144.00,0.00,
08224216243,BLACK STALLION CAB.SAUV NAPA VALLEY,750ML,,0.00,0,246.50,0.00,
08224228043,NOBLE VINES 337 CAB.SAUV.,750ML,,0.00,0,96.00,0.00,
08224229043,GNARLY HEAD CAB SAUV,750ML,,0.00,0,72.00,0.00,
08224229493,GNARLY HEAD OLD VINE ZIN.,750ML,,0.00,0,72.00,0.00,
08224229693,GNARLY HEAD AUTH. RED,750ML,,0.00,0,72.25,0.00,
08224232333,LOREDONA PINOT GRIGIO,750ML,,0.00,0,,0.00,
08224233043,TWISTED CABERNET SAUVIGNON,750ML,,0.00,0,0.00,0.00,
08224233103,TWISTED CHARDONNAY,750ML,,0.00,0,0.00,0.00,
08224233104,TWISTED CHARDONNAY,1.5L,,0.00,0,42.25,0.00,
08224233333,TWISTED PINOT GRIGIO,750ML,,0.00,0,48.25,0.00,
08224233753,TWISTED MERLOT,750ML,,0.00,0,,0.00,
08224252293,HAND CRAFT PETITE SIRAH,0.500,Single,0.00,0,,0.00,
08224254403,NOBLE VINES 667 PINOT NOIR,750ML,,0.00,0,96.00,0.00,
08224256213,NOBLE VINES 446 CHARDONNAY,750ML,,0.00,0,80.00,0.00,
0822440,SMIRNOFF MINI PINEAPPLE,50ML,Single,0.00,0,83.20,0.00,
0822560,CIROC MINI COCONUT,50ML,Single,0.00,0,166.80,0.00,
0822580,CIROC MINI RED BERRY,50ML,Single,0.00,0,134.10,0.00,
0822640,SMIRNOFF MINI ROOT BEER,50ML,Single,0.00,0,90.58,0.00,
0822810,SMIRNOFF PEACH,50ML,Single,0.00,0,83.20,0.00,
08230117502,DON Q CRISTAL,1.75L,,0.00,0,,0.00,
08230117556,DON Q LIMON,1.75L,,0.00,0,,0.00,
08230175151,DON Q 151 PROOF RUM,750ML,,0.00,0,18.00,0.00,
08230187835,PALO VIEJO GOLD,200ML,Single,0.00,0,,0.00,
0823080,CIROC MINI PEACH,50ML,Single,0.00,0,134.10,0.00,
0823230,SMIRNOFF MINI WHIPPED CREAM,50ML,Single,0.00,0,83.20,0.00,
0823370,SMIRNOFF MINI KISSED CARAMEL,50ML,Single,0.00,0,83.20,0.00,
0823560,CIROC MINI AMARETTO,50ML,Single,0.00,0,166.80,0.00,
0823570,BAILEY'S MINI VANILA CINNAMON,50ML,Single,0.00,0,88.80,0.00,
0823640,CLUB VODKA MARTINI,200ML,,0.00,0,0.00,0.00,
0823670,SMIRNOFF MINI AMARETTO,50ML,Single,0.00,0,0.00,0.00,
0823700,SMIRNOFF MINI,50ML,Single,0.00,0,0.00,0.00,
0823710,CIROC MINI PINEAPPLE,50ML,Single,0.00,0,166.80,0.00,
0823890,DELEON PLATINUM,50ML,Single,0.00,0,,0.00,
0823900,SMIRNOFF MINI ORANGE,50ML,Single,0.00,0,83.20,0.00,
0823950,SMIRNOFF MINI CITRUS,50ML,Single,0.00,0,83.20,0.00,
0824000,SMIRNOFF MINI RASPBERRY,50ML,Single,0.00,0,83.20,0.00,
0824050,SMIRNOFF MINI VANILLA,50ML,Single,0.00,0,83.20,0.00,
08242202014,PEDRO DOMECQ DON PEDRO,750ML,,0.00,0,,0.00,
08242248933,PRESIDENTE BRANDY,750ML,,0.00,0,,0.00,
0824580,CROWN ROYAL APPLE,50ML,Single,0.00,0,127.00,0.00,
0824720,SMIRNOFF MINI VODKA,50ML,Single,0.00,0,83.20,0.00,
0824770,SMIRNOFF MINI RUBY RED,50ML,Single,0.00,0,0.00,0.00,
08248812300,BECKS REGULAR BTL,12 OZ,12-Pack,0.00,-9 | -10,26.78,0.00,M
08248812345,BECKS REG. 6PK.BTL.,12 OZ,6-Pack,0.00,0,32.99,0.00,
08248812377,BECKS REG. 16 OZ CAN,16 OZ,4-Pack,0.00,-46 | -8,24.90,0.00,M
08249117602,DRY CREEK ZINFADEL,750ML,,0.00,0,184.00,0.00,
08249680101,ASBACH BRANDY,750ML,,0.00,0,,0.00,
08249690100,SOPRANOS CHIANTI,750ML,,0.00,0,,0.00,
08249690120,SOPRANOS PINOT GRIGIO,750ML,,0.00,0,,0.00,
0824980,BLADE AND BOW STRAIGHT BOURBON,750ML,,0.00,0,0.00,0.00,
0825050,SMIRNOFF MINI BERRY LEMON,50ML,Single,0.00,0,,0.00,
0825140,SMIRNOFF MINI PEPPERMINT TWIST,50ML,Single,0.00,0,84.20,0.00,
0825230,CROWN ROYAL VANILLA,50ML,Single,0.00,0,127.00,0.00,
0825240,CIROC MINI APPLE,50ML,Single,0.00,0,166.80,0.00,
0825320,SMIRNOFF MINI RED/WH./BERRY,50ML,Single,0.00,0,84.20,0.00,
0825360,CIROC MINI MANGO,50ML,Single,0.00,0,166.80,0.00,
0825440,CIROC MINI COLADA,50ML,Single,0.00,0,166.80,0.00,
0825500,SMIRNOFF MINI VODKA 100,50ML,Single,0.00,0,147.99,0.00,
0825540,CIROC MINI VANILLA,50ML,Single,0.00,0,166.80,0.00,
0825610,SMIRNOFF VODKA,375ML,,0.00,0,117.48,0.00,
0825620,SMIRNOFF VODKA 100,375ML,,0.00,0,7.88,0.00,
0825720,CAPTAIN MORGAN MINI,50ML,Single,0.00,0,,0.00,
0826090,CIROC BLACK RASP.,50ML,Single,0.00,0,,0.00,
0826110,JOHNNIE WALKER MINI BLUE LABLE,50ML,Single,0.00,0,,0.00,
0826400,CIROC MINI WATERMELON,50ML,Single,0.00,0,134.10,0.00,
0826430,CAPTAIN MORGAN MINI,50ML,Single,0.00,0,,0.00,
0826830,SMIRNOFF PEACH LEMONADE MINI,50ML,Single,0.00,0,83.20,0.00,
0826880,BULLEIT BOURBON,50ML,Single,0.00,0,28.50,0.00,
0826920,BULLEIT BOURBON,200ML,,0.00,0,7.81,0.00,
0827310,DON JULIO 1942,50ML,Single,0.00,0,114.80,0.00,
08273400101,FRONTERA CAB SAUV/MERLOT,1.5L,,0.00,0,40.96,0.00,
08273400102,FRONTERA CAB / MERLOT,750ML,,0.00,0,48.00,0.00,
08273400103,FRONTERA SAUV.BLANC,1.5L,,0.00,0,37.98,0.00,
08273400104,FRONTERA SAUV.BLANC,750ML,,0.00,0,44.00,0.00,
08273400109,CASILLERO DEL DIABLO CAB.SAUV.,750ML,,0.00,0,70.92,0.00,
08273400117,STONES GINGER FLAV.WINE,750ML,,0.00,0,113.34,0.00,
08273415350,CASILLERO DEL DIABLO MALBEC,750ML,,0.00,0,70.92,0.00,
08273421352,FRONTERA CAB.SAUV.,750ML,,0.00,0,44.00,0.00,
08273431364,CASILLERO CARMENERE,750ML,,0.00,0,70.92,0.00,
08273431372,FRONTERA MERLOT,1.5L,,0.00,0,37.98,0.00,
08273431374,FRONTERA MERLOT,750ML,,0.00,0,44.00,0.00,
08273431412,FRONTERA CHARDONNAY,1.5L,,0.00,0,37.98,0.00,
08273431414,FRONTERA CHARDONNAY,750ML,,0.00,0,44.00,0.00,
08273431602,WALNUT CREST CAB.SAUV.,1.5L,,0.00,0,,0.00,
08273431632,WALNUT CREST MERLOT,1.5L,,0.00,0,,0.00,
08273433354,XPLORADOR MERLOT,750ML,,0.00,0,,0.00,
08273434124,TRIVENTO MALBEC,750ML,,0.00,0,,0.00,
08273434404,TRIVENTO GOLDON,750ML,,0.00,0,,0.00,
08273441381,GRAN RESERVA SERIE RIBERAS,750ML,,0.00,0,,0.00,
08273441668,FRONTERA PINOT GRIGIO,750ML,,0.00,0,44.00,0.00,
08273446702,FRONTERA MALBEC,1.5L,,0.00,0,37.98,0.00,
08273446704,FRONTERA MALBEC,750ML,,0.00,0,44.00,0.00,
08273454042,CASILLERO DEL DIABLO RED BLEND,750ML,,0.00,0,,0.00,
08273456100,FRONTERA PINOT NOIR,750ML,,0.00,0,48.00,0.00,
08286030834,NANDO FRAGOLINO,750ML,,0.00,0,112.92,0.00,
08289600004,BONTERRA PINOT NOIR,750ML,,0.00,0,160.00,0.00,
08289600145,1000 STORIES ZINFANDEL ,750ML,,0.00,0,120.00,0.00,
08289600181,ANTHONY'S HILL CAB./SYRAH,1.5L,,0.00,0,,0.00,
08289600273,1000 STORIES BOURBON CAB.,750ML,,0.00,0,120.00,0.00,
08289600306,BONTERRA YOUNG RED,750ML,,0.00,0,64.00,0.00,
08289604801,LITTLE BLACK DRESS PINOT NOIR,750ML,,0.00,0,,0.00,
08289606262,BONTERRA SAUV.BLANC,750ML,,0.00,0,96.00,0.00,
08289607779,BONTERRA MERLOT,750ML,,0.00,0,96.00,0.00,
08289610013,ANTHONY'S HILL CAB.SAUV.,1.5L,,0.00,0,41.94,0.00,
08289611029,ANTHONY'S HILL CHARDONNAY,1.5L,,0.00,0,41.94,0.00,
08289678040,BONTERRA CAB.SAUV.,750ML,,0.00,0,104.00,0.00,
08289678041,BONTERRA CHARDONNAY,750ML,,0.00,0,96.00,0.00,
0829500,SMIRNOFF VODKA,750ML,,0.00,0,123.92,0.00,
08308520022,FRANCISCAN CABERNET SAUVIGNON,750ML,,0.00,0,,0.00,
08308530058,ESTANCIA CHARDONNAY,750ML,,0.00,0,96.00,0.00,
08308543003,ROSATELLO SPARKLING ROSE,750ML,,0.00,0,,0.00,
08308570024,MOUNT VEEDER CAB.SAUV.NAPA,750ML,,0.00,0,461.88,0.00,
08308590302,RUFFINO CHIANTI,750ML,,0.00,0,103.97,0.00,
08308590303,RUFFINO CHIANTI,1.5L,,0.00,0,62.46,0.00,
08308590304,RUFFINO SUPERIORE CHIANTI,750ML,,0.00,0,95.97,0.00,
08308590315,RUFFINO ORVIETO CLASSICO,750ML,,0.00,0,95.98,0.00,
08308590321,RUFFINO LUMINA PINOT GRIGIO,750ML,,0.00,0,87.98,0.00,
08308590407,RUFFINO LUMINA PINOT GRIGIO,1.5L,,0.00,0,74.46,0.00,
08308590408,RUFFINO LUMINA PROSECCO,750ML,,0.00,0,108.00,0.00,
08308590409,RUFFINO MOSCATO D' ASTI,750ML,,0.00,0,,0.00,
08308900397,CORAZON BLANCO,750ML,,0.00,0,,0.00,
08308900401,CORAZON REPOSADO,750ML,,0.00,0,,0.00,
08308952400,JAGERMIESTER LIQUEUR,750ML,,0.00,0,191.81,0.00,
08308966010,JAGERMEISTER LIQUEUR,50ML,Single,0.00,0,187.98,0.00,
08308966035,JAGERMEISTER LIQUEUR,375ML,,0.00,0,287.81,0.00,
08308966040,JAGERMEISTER LIQUEUR,200ML,Single,0.00,0,0.00,0.00,
08310336501,J.SEED MINI APPLE CIDER,50ML,Single,0.00,0,,0.00,
08310370507,DEFROST PEPPERMINT SCHNAPPS,50ML,Single,0.00,0,,0.00,
08310382315,MUIRHEADS 16 YR WHISKY,750ML,,0.00,0,,0.00,
08312000103,LOTTO MOSCATO,750ML,,0.00,0,,0.00,
08312010019,FRANZIA MERLOT,5.0L,,0.00,0,70.35,0.00,
08312010039,FRANZIA PINOT GRIGIO,5.0L,,0.00,0,70.35,0.00,
08312010189,FRANZIA CAB.SAUV.,5.0L,,0.00,0,70.35,0.00,
08312010199,FRANZIA REFRESHING WH.,5.0L,,0.00,0,58.11,0.00,
08312010209,FRANZIA CHARDONNAY,5.0L,,0.00,0,70.35,0.00,
08312010279,FRANZIA CHABLIS,5.0L,,0.00,0,70.35,0.00,
08312010319,FRANZIA WHITE ZINFANDEL,5.0L,,0.00,0,70.35,0.00,
08312010369,FRANZIA SUNSET BLUSH,5.0L,,0.00,0,58.11,0.00,
08330000140,CHAMBORD DELUXE LIQUEUR,700ml,,0.00,0,27.99,0.00,
08330003451,CHAMBORD FRANCE,200ML,,0.00,0,8.99,0.00,
08330003452,CHAMBORD DELUXE LIQUEUR,375ML,,0.00,0,16.52,0.00,
08330003453,CHAMBORD DELUXE LIQUEUR,750ML,,0.00,0,27.99,0.00,
08330003473,CHAMBORD LIQUOR FRANCE,50ML,Single,0.00,0,,0.00,
08330003889,HERRADURA AGAVE SYRUP,500mL,,0.00,0,6.25,0.00,
08330004872,AMARULA CREAM,750ML,,0.00,0,0.00,0.00,
08341700020,GEYSER PEAK SAUVIGNON BLANC,750ML,,0.00,0,,0.00,
08341700702,MUD HOUSE SAUV BLANC,750ML,,0.00,0,108.00,0.00,
08341700704,HAY MAKER SAUV BLANC,750ML,,0.00,0,96.00,0.00,
08366410730,GLENFIDDICH SCOTCH,1.75L,,0.00,0,,0.00,
08366410736,GLENFIDDICH 12 YEAR,750ML,,0.00,0,568.21,0.00,
08366411221,BALVENIE 12 YEARS WHISKY,750ML,,0.00,0,664.92,0.00,
08366412026,CLAN MACGREGOR SCOTCH,1.75L,,0.00,0,,0.00,
08366412094,CLAN MACGREGOR SCOTCH,375ML,,0.00,0,,0.00,
08366485355,LICOR 43 CUARENTA Y TRES,375ML,,0.00,0,,0.00,
08366485356,LICOR 43 CUARENTA Y TRES,50ML,Single,0.00,0,,0.00,
08366486446,SAILOR JERRY SPICED,750ML,,0.00,0,142.92,0.00,
08366486628,LILLET SERVIR TRES FRAIS,750ML,,0.00,0,16.99,0.00,
08366486872,GLENFIDDICH 15 YEAR,1.0L,,0.00,0,757.82,0.00,
08366486873,SAILOR JERRY SPICED,1.75L,,0.00,0,128.46,0.00,
08366486890,MILAGRO SILVER,1.75L,,0.00,0,39.99,0.00,
08366486891,MILAGRO SILVER,750ML,,0.00,0,0.00,0.00,
08366486894,MILAGRO LEYENDA DEL RAPOSADO,750ML,,0.00,0,,0.00,
08366486897,MILAGRO LEYENDA DEL ANEJO,750ML,,0.00,0,,0.00,
08366486928,REYKA VODKA,1.0L,,0.00,0,25.99,0.00,
08366486975,HENDRICK'S GIN 88PF,1.75L,,0.00,0,314.00,0.00,
08366487046,MILAGRO SILVER,1.0L,Single,0.00,0,31.99,0.00,
08366487168,BALVENIE 14 YR CARIBBEAN CASK,750ML,,0.00,0,69.99,0.00,
08366487246,TULLAMORE DEW IRISH WHISKEY,750ML,,0.00,0,308.25,0.00,
08366487249,TULLAMORE DEW IRISH WHISKEY,1.75L,,0.00,0,245.46,0.00,
08366487254,MONKEY SHOULDER SCOTCH WHISKEY,750ML,,0.00,0,,0.00,
08366487297,MONTELOBOS ESPADIN MEZCAL,750ML,,0.00,0,29.99,0.00,
08366487362,DRAMBIUE LIQUEUR,750ML,,0.00,0,34.99,0.00,
08366487391,FISTBUL OF BOURBON,50ML,Single,0.00,0,1.03,0.00,
08366487450,HUDSON BRIGHT LIGHT BOURBON,750ML,,0.00,0,,0.00,
08366487486,BALVENIE 16 YR FRENCH OAK,750ML,,0.00,0,149.99,0.00,
08366499043,HENDRICK'S GIN 88PF,750ML,,0.00,0,328.00,0.00,
08370601415,DUVEL BELGIAN BLOND,12 OZ,4-Pack,0.00,0,80.00,0.00,
08372900381,NICOLAS SAUTERNES,375ML,,0.00,0,0.00,0.00,
08372900639,AIME ROQUESANTE ROSE,750ML,,0.00,0,,0.00,
08374110012,GROLSCH LAGER ,11.5,12-Pack,0.00,0 | -1,31.73,0.00,M
0837416,GROLSCH LAGER SWING TOP,16 OZ,4-Pack,0.00,0,53.20,0.00,
08378316000,SIERRA NEVADA MIX BTL.,12 OZ,12-Pack,0.00,0,29.40,0.00,
08378322200,SIERRA NEVADA PALE ALE CAN,12 OZ,12-Pack,0.00,-136 | -133,30.98,0.00,M
08378322812,SIERRA NEVADA SEASONAL CAN,12 OZ,12-Pack,0.00,-21 | -70,30.98,0.00,M
08378322862,SIERRA TROPICAL IPA,12 OZ,6-Pack,0.00,0,35.99,0.00,
08378337512,SIERRA NEVADA PALE ALE BTL,12 OZ,12-Pack,0.00,-20 | -84 | -18,30.98,0.00,M
08378337521,SIERRA NEVADA PALE ALE BTL.,12 OZ,6-Pack,0.00,0,33.99,0.00,
08378353111,SIERRA NEVADA HAZY IPA CAN,12 OZ,12-Pack,0.00,-12 | -130,30.98,0.00,M
08378357550,SIERRA NEVADA BIG IPA CAN,12 OZ,12-Pack,0.00,-2 | -48,30.98,0.00,M
08380404315,COOK'S BRUT,1.5L,,0.00,0,56.96,0.00,
08380404719,COOK'S SPUMANTE,750ML,,0.00,0,,0.00,
08380404721,COOK'S BRUT,750ML,,0.00,0,83.92,0.00,
08380407240,CRIBARI MARSALA,750ML,,0.00,0,57.98,0.00,
08380407471,COOK'S BRUT,187ML,4-Pack,0.00,0,49.84,0.00,
08380408641,CRIBARI MARSALA,1.5L,,0.00,0,50.35,0.00,
08380408682,CRIBARI MADEIRA,1.5L,,0.00,0,50.35,0.00,
08380432109,COOK'S SPARKLING MOSCATO,750ML,,0.00,0,,0.00,
08382012368,GUINNESS DRAFT CAN,16 OZ,8-Pack,0.00,0,38.20,0.00,
08382012386,GUINNESS DRAFT CAN,16 OZ,18-Pack,0.00,33 | -308 | 11,25.42,0.00,M
08382012393,GUINNESS STOUT BTL.,12 OZ,6-Pack,0.00,0,35.52,0.00,
08382012536,GUINNNES NITRO COFFEE,16 OZ,4-Pack,0.00,0,44.99,0.00,
08382018101,GUINNESS DRAFT BTL.,12 OZ,6-Pack,0.00,0,35.52,0.00,
08382018132,GUINNESS BLONDE BTL.,12 OZ,6-Pack,0.00,0,35.52,0.00,
08382023473,HARP LAGER 12 OZ BTL.6 PK,12 OZ,6-Pack,0.00,0,,0.00,
08382035962,RED STRIPE 12 OZ BOTTLE,12 OZ,6-Pack,0.00,0,27.94,0.00,
08382056793,RED STRIPE 6 PK. BTL,12 OZ,6-Pack,0.00,0,27.94,0.00,
08382056796,RED STRIPE BOTTLES,24OZ,Single,0.00,0,,0.00,
08383700623,CASTLE ROCK WILLAMETTE P.NOIR,750ML,,0.00,0,112.00,0.00,
08383701000,HONIG SAUV.BLANC,750ML,,0.00,0,188.00,0.00,
08383702000,HONIG NAPA CAB SAUV,750ML,,0.00,0,384.00,0.00,
08383703000,HONIG NAPA VALLEY CAB,750ML,,0.00,0,,0.00,
08396072582,ORONOCO RUM,50ML,Single,0.00,0,,0.00,
08400200017,HINMAN PINOT NOIR,750ML,,0.00,0,156.00,0.00,
08400200040,HINMAN PINOT GRIS,750ML,,0.00,0,10.33,0.00,
08400200046,ELIZABETH EOLA HILLS PINOT NOIR,750ML,,0.00,0,33.33,0.00,
08400200060,SILVAN RIDGE PINOT NOIR,750ML,,0.00,0,196.00,0.00,
08400200062,SILVAN RIDGE PINOT GRIS,750ML,,0.00,0,12.33,0.00,
08400200092,ELIZABETH WILLAMETTE PINOT NOIR,750ML,,0.00,0,166.00,0.00,
08410531131,PUNT E MAS VERMOUTH,750ML,,0.00,0,18.99,0.00,
08410534100,CARPANO ANTICA FORMULA,1.0L,,0.00,0,0.00,0.00,
08410598101,BORGHETTI ESPRESSO ,750ML,,0.00,0,23.99,0.00,
08427900799,2XO STRAIGHT BOURBON,750ML,,0.00,0,0.00,0.00,
08427991608,J.J. MULLER REISLING,750ML,,0.00,0,,0.00,
08427997795,LOS TREJOS SILVER,750ML,,0.00,0,,0.00,
08427997807,JOSE DIEGO GOLD,750ML,,0.00,0,,0.00,
08427998118,CROOKED BAY SILVER,750ML,,0.00,0,,0.00,
08427998121,CROOKED BAY SPICED,1.75L,,0.00,0,,0.00,
08427998249,CROOKED BAY SPICED,50ML,Single,0.00,0,,0.00,
08427998341,LUXUS REG.,750ML,,0.00,0,,0.00,
08427998342,LUXUS REG.,1.75L,,0.00,0,,0.00,
08427998418,SATIN REG.,750ML,,0.00,0,,0.00,
08427998419,SATIN REG.,1.75L,,0.00,0,,0.00,
08427998423,BROKEN BELL 90 PROOF,750ML,,0.00,0,,0.00,
08427998464,CAFE FRESCO COFFEE LIQUEUR,750ML,,0.00,0,,0.00,
08427998477,SEVEN SEAS GOLD,750ML,,0.00,0,,0.00,
08427998478,SEVEN SEAS SILVER,50ML,Single,0.00,0,,0.00,
08427998479,SEVEN SEAS SILVER,750ML,,0.00,0,,0.00,
08427998480,SEVEN SEAS SILVER,1.75L,,0.00,0,0.00,0.00,
08427998485,SEVEN SEAS SPICED RUM,750ML,,0.00,0,,0.00,
08427998486,SEVEN SEAS SPICED RUM,1.75L,,0.00,0,0.00,0.00,
08427998581,EXACT FLAVOR,50ML,Single,0.00,0,,0.00,
08427998597,KINKY PINK,50ML,Single,0.00,0,0.00,0.00,
08427998613,BELLARAE AMARETTO,750ML,,0.00,0,,0.00,
08427998663,TRUESTONE REG.,750ML,,0.00,0,,0.00,
08427998664,TRUESTONE REG.,1.75L,,0.00,0,,0.00,
08427999152,KINKY LIQUOR,50ML,Single,0.00,0,,0.00,
08438036091,PENNSYLVANIA DUTCH EGGNOG,1.75L,,0.00,0,0.00,0.00,
08438036094,PENNSYLVANIA DUTCH EGGNOG,750ML,,0.00,0,118.92,0.00,
08438041051,IRISH MANOR IRISH CREAM,1.75L,,0.00,0,,0.00,
08438041054,IRISH MANOR IRISH CREAM,750ML,,0.00,0,60.26,0.00,
08438042494,BARTENDER'S COCKTAILS,750ML,,0.00,0,,0.00,
08438066104,SAVORY & JAMES SHERRY CREAM,750ML,,0.00,0,46.46,0.00,
08438066114,SAVORY & JAMES AMONTILLADO,750ML,,0.00,0,46.46,0.00,
08438066124,SAVORY & JAMES FINO,750ML,,0.00,0,46.46,0.00,
08438066134,SAVORY & JAMES MANZANILLA,750ML,,0.00,0,,0.00,
08444410016,JORDAN CAB SAUV,750ML,,0.00,0,514.00,0.00,
08444420014,JORDAN CHARDONNAY,750ML,,0.00,0,300.00,0.00,
08444420015,JORDAN CHARDONNAY,750ML,,0.00,0,,0.00,
08444420016,JORDAN CHARDONNAY 2016,750ML,,0.00,0,,0.00,
08468700101,ERATH PINOT NOIR,750ML,,0.00,0,167.92,0.00,
08468700701,ERATH PINOT GRIS,750ML,,0.00,0,107.92,0.00,
08468700702,ERATH PINOT BLANC,750ML,,0.00,0,,0.00,
08469220004,GUYOT CREME DE CASSIS,750ML,,0.00,0,22.00,0.00,
08469230064,TAYLOR FLADGATE TWNY PORT,750ML,,0.00,0,124.00,0.00,
08469230084,TAYLOR FLADGATE,750ML,,0.00,0,19.99,0.00,
08469230364,FONSECA PORTO BIN NO.27,750ML,,0.00,0,0.00,0.00,
08469231074,FONSECA LBV PORTO,750ML,,0.00,0,18.99,0.00,
08469240054,LOUIS JADOT BEAUJOLAIS-VILLAGES,750ML,,0.00,0,104.00,0.00,
08469240544,CHATEAU D'AQUERIA TAVEL,750ML,,0.00,0,0.00,0.00,
08469241854,LOUIS JADOT MACON BLANCO,750ML,,0.00,0,128.00,0.00,
08469242014,LOUIS JADOT MEURSAULT,750ML,,0.00,0,,0.00,
