MAINUPC,ITEMNAME,SizeName,PackName,ItemPrice,TOTALQTY_MULTI,CaseCost,Margin,ItemTypeDesc
00001540894,CRISTAL CUT WINE STOPPER,,Single,0.00,0,,0.00,
00017130009,CASAL THAULERO MONTEPULICIANO,1.5L,,0.00,0,,0.00,
00017130011,CASAL THAULERO PINOT GRIGIO,1.5L,,0.00,0,,0.00,
00041820085,D'ANGELO SACRAVITE,750ML,,0.00,0,,0.00,
00057900009,PINE RIDGE CHENIN BLANC,750ML,,0.00,0,,0.00,
00066222312,CASTILLO DE FUENTE MONASTRELL,750ML,,0.00,0,,0.00,
00066235252,SEQUIOT CABERNET SAUVIGNON,750ML,,0.00,0,,0.00,
00066236660,FLARE,750ML,,0.00,0,,0.00,
00428201402,IL TOSSO PINOT GRIGIO,750ML,,0.00,0,120.00,0.00,
00817625835,GIRARD ZINFANDEL,750ML,,0.00,0,172.00,0.00,
00919111113,G BOT IIPA 12 OZ CAN,12 OZ,4-Pack,0.00,0,67.50,0.00,
00919111127,NEW ENGLAND FUZZY BABY DUCK,12 OZ,6-Pack,0.00,0,38.99,0.00,
00919125423,NEW ENGLAND FACE HUGGER,12 OZ,6-Pack,0.00,0,38.99,0.00,
00919128323,NEW ENGLAND HAZY IPA,12 OZ,6-Pack,0.00,0,38.99,0.00,
00919145667,NEW ENGLAND FEST CAN,12 OZ,6-Pack,0.00,0,32.99,0.00,
00919151107,NEW ENGLAND ELM CITY PILSNER,12 OZ,6-Pack,0.00,0,32.99,0.00,
00919171109,SEA HAG IPA CAN,12 OZ,6-Pack,0.00,0,32.99,0.00,
00919191111,NEW ENGLAND STOUT TROOPER,12 OZ,4-Pack,0.00,0,67.50,0.00,
01008610139,SAN NICOLA PINOT GRIGIO,1.5L,,0.00,0,36.00,0.00,
0104200141,HERMAN STORY CASUAL ENCOUNTERS,750ML,,0.00,0,,0.00,
0104200143,ORIN SWIFT MANNEQUIN CHARD.,750ML,,0.00,0,30.08,0.00,
0104200144,MICHEL DE FONTENAY,750ML,,0.00,0,,0.00,
0104200145,MICHEL DE FONTENAY,750ML,,0.00,0,,0.00,
01098600002,KENWOOD JACK LONDON,750ML,,0.00,0,,0.00,
01098600222,KENWOOD CAB. SAUV.,750ML,,0.00,0,,0.00,
01103441003,M & R SWEET VERMOUTH,1.5L,,0.00,0,86.21,0.00,
01103441007,M & R SWEET VERMOUTH,375ML,,0.00,0,6.60,0.00,
01103442003,M & R DRY VERMOUTH,1.5L,,0.00,0,86.21,0.00,
01103442005,M & R DRY VERMOUTH,750ML,,0.00,0,49.94,0.00,
01103442007,M & R DRY VERMOUTH,375ML,,0.00,0,6.68,0.00,
01103443004,M & R BIANCO VERMOUTH,750ML,,0.00,0,55.94,0.00,
01103450003,M & R ASTI SPUMANTE,1.5L,,0.00,0,90.00,0.00,
01103450005,M & R ASTI SPUMANTE,750ML,,0.00,0,107.92,0.00,
01103450007,M & R ASTI SPUMANTE,375ML,,0.00,0,0.00,0.00,
01144322040,ESSER CHARDONNAY,750ML,,0.00,0,,0.00,
01144322045,ESSER PINOT NOIR,750ML,,0.00,0,0.00,0.00,
01144326023,CARTLIDGE & BROWNE CAB.SAUV.,750ML,,0.00,0,,0.00,
01166806022,ADELSHEIM CHARDONNAY,750ML,,0.00,0,,0.00,
01166888012,ADELSHEIM PINOT NOIR,750ML,,0.00,0,,0.00,
01169900874,MOMMESSIN NOUVEAU BEAUJOLIAS,750ML,,0.00,0,,0.00,
01169901643,MOMMESSIN PINOT NOIR CUVEE,750ML,,0.00,0,,0.00,
01169901850,CHATEAU DE PIERREUX,750ML,,0.00,0,,0.00,
01169901851,CHATEAU DE PIERREUX BROUILLY,750ML,,0.00,0,106.00,0.00,
01185202951,PONZI PINOT GRIS,750ML,,0.00,0,,0.00,
0122300,PEPSI 2L,2 LTR,Single,0.00,0,0.00,0.00,
0122330,MOUNTAIN DEW,2 LTR,Single,0.00,0,0.00,0.00,
01230010575,CAMEL CRUSH MENTHOL,1PK,Single,0.00,0,121.96,0.00,
0123073,CAMEL BLUE,1PK,Single,0.00,0,123.77,0.00,
01235400009,LINDEMANS PINOT GRIGO,1.5L,,0.00,0,53.96,0.00,
01235400099,19 CRIMES RED BLEND,750ML,,0.00,0,72.00,0.00,
01235400135,19 CRIMES CAB. SAUV.,750ML,,0.00,0,72.00,0.00,
01235400193,19 CRIMES UPRISING RED BLEND,750ML,,0.00,0,79.85,0.00,
01235400194,19 CRIMES HARD CHARD,750ML,,0.00,0,0.00,0.00,
01235400429,19 CRIMES CALI RED,750ML,,0.00,0,98.00,0.00,
01235400743,19 CRIMES MARTHA'S CHARD,750ML,,0.00,0,60.00,0.00,
01235407144,PENFOLD'S KOONUNGA HILL,750ML,,0.00,0,,0.00,
01235408184,LINDEMANS CHARDONNAY,750ML,,0.00,0,42.96,0.00,
01235408185,LINDEMANS CHARDONNAY,1.5L,,0.00,0,53.96,0.00,
01235408186,LINDEMANS PINOT NOIR,750ML,,0.00,0,42.96,0.00,
01235408770,LINDEMANS CAB. SAUVIGNON,750ML,,0.00,0,42.96,0.00,
01235408777,LINDEMANS CAB. SAUVIGNON,1.5L,,0.00,0,53.96,0.00,
01235408782,LINDEMANS PINOT GRIGO,750ML,,0.00,0,42.96,0.00,
0123923,NOW GREEN 100'S SOFT PK,SINGL,Single,0.00,0,,0.00,
01248533002,BLISS CHARDONNAY,750ML,,0.00,0,,0.00,
01248566002,BLISS SAUV BLANC,750ML,,0.00,0,,0.00,
01248577002,BLISS MERLOT,750ML,,0.00,0,,0.00,
0125680,PEPSI CAN,12 OZ,Single,0.00,0,14.99,0.00,
01258401750,CAMELOT MEAD WINE,750ML,,0.00,0,103.92,0.00,
01289485521,ROSEMOUNT SHIRAZ,750ML,,0.00,0,0.00,0.00,
01297626101,ANNA DE CODORNIU,750ML,,0.00,0,,0.00,
01297699017,CODORNIU CAVA CLASICO,750ML,,0.00,0,,0.00,
01297699048,THE SPANISH QUARTER CHARDONNAY,750ML,,0.00,0,,0.00,
0130225,ESSENSIA ORANGE MUSCAT,750ML,,0.00,0,,0.00,
01390000001,BARTENDER'S WHISKY SOUR MIX,4PK,Single,0.00,0,,0.00,
01456798378,ASYLUM GIN 94 PROOF,750ML,,0.00,0,,0.00,
01564300545,CHATEAU FAGE BLANC,750ML,,0.00,0,96.00,0.00,
01564300546,CHATEAU FAGE BORDEAUX,750ML,,0.00,0,96.00,0.00,
01564323524,CHATEAU MONTAUD ROSE,750ML,,0.00,0,104.00,0.00,
01564323553,MACON-UCHIZY WHITE,750ML,,0.00,0,128.00,0.00,
01564324145,DR.HANS RIESLING SPATLESE,750ML,,0.00,0,104.00,0.00,
01564324359,BRICCO AL SOLE MONTEPULCIANO,750ML,,0.00,0,96.00,0.00,
01564324391,AGUA DE PIEDRA MALBEC,750ML,,0.00,0,88.00,0.00,
01564324392,AGUA DE PIEDRA MALBEC,750ML,,0.00,0,112.00,0.00,
01564324505,CHATEAU LES GRANDES MOTTES,750ML,,0.00,0,104.00,0.00,
01564324535,ZENI MAROGNE RIPASSO,750ML,,0.00,0,164.00,0.00,
01564324633,CHATEAU LAFONT MENAUT,750ML,,0.00,0,,0.00,
01564324744,MONSIEUR TOUTON SAUVIGNON,1.5L,,0.00,0,88.00,0.00,
01564325577,COLLINA DEI LECCI BRUNELLO,750ML,,0.00,0,299.00,0.00,
01564325758,VILLA JOLANDA MOSCATO D'ASTI,750ML,,0.00,0,112.00,0.00,
01564325789,VILLA JOLANDA PEACH MOSCATO,750ML,,0.00,0,90.00,0.00,
01564325790,VILLA JOLANDA COCONUT,750ML,,0.00,0,90.00,0.00,
01564325791,VILLA JOLANDA STRABERRY,750ML,,0.00,0,90.00,0.00,
01564326093,VINA NUBILLA MALBEC,750ML,,0.00,0,,0.00,
01564331901,LA LECCIAIA ROSSO DI MONTALCINO,750ML,,0.00,0,138.00,0.00,
01564341521,VILLA JOLANDA MANGO MOSCATO,750ML,,0.00,0,90.00,0.00,
01564341526,SUR DE LOS ANDES MALBEC RESERVA,750ML,,0.00,0,112.00,0.00,
01564341940,MONSALAIA TOSCANA,750ML,,0.00,0,,0.00,
01564342206,LA CHAPELLE DU BASTION PICPOUL,750ML,,0.00,0,96.00,0.00,
01564342272,MAPRECO VINHO VERDE DOC,750ML,,0.00,0,72.00,0.00,
01564342285,RUBY RED ROSE ,750ML,,0.00,0,75.00,0.00,
01564342307,CHATEAU MONTAUD ROSE,3.0L,,0.00,0,136.00,0.00,
01564342763,DOMAINE DU COLOMBIER CHABLIS,750ML,,0.00,0,199.00,0.00,
01564348709,VALLEGARCIA SYRAH,750ML,,0.00,0,,0.00,
01564349672,LITTLE SHEEP NZ SAUV.BLANC,750ML,,0.00,0,112.00,0.00,
01564350094,CHATEAU DE PITRAY RED,750ML,,0.00,0,128.00,0.00,
01564356668,HAMILTON CRREK NAPA CHARD,750ML,,0.00,0,120.00,0.00,
01564356695,TERREBONNE PINOT NOIR,750ML,,0.00,0,,0.00,
01564360755,THE LITTLE SHEEP ROSE,750ML,,0.00,0,,0.00,
01564361224,MI MI EN PROVENCE ROSE,750ML,,0.00,0,128.00,0.00,
01564363642,LITTLE SHEEP PINOT NOIR,750ML,,0.00,0,88.00,0.00,
01564365545,LITTLE SHEEP CHARDONNAY,750ML,,0.00,0,88.00,0.00,
01564368867,TINO PAI SAUV BLANC,750ML,,0.00,0,84.00,0.00,
01564369925,LITTLE SHEEP SAUV BLANC (FRANCE),750ML,,0.00,0,88.00,0.00,
01564369953,WHALE ROUTE SHIRAZ,750ML,,0.00,0,64.00,0.00,
01564369956,WHALE ROUTE CAB SAUV,750ML,,0.00,0,80.00,0.00,
01591702696,FREEMARK ABBEY CAB SAUV,750ML,,0.00,0,,0.00,
01623600002,CHALK HILL SONOMA COAST CHARD,750ML,,0.00,0,154.00,0.00,
01623600103,CHALK HILL ESTATE CHARD.,750ML,,0.00,0,,0.00,
01629914421,CHATEAU JULIEN FRENCH KISS,750ML,,0.00,0,,0.00,
01660000073,ROSES LIME JUICE,1.0L,Single,0.00,0,75.00,0.00,
01660000103,ROSES LIME JUICE,25 OZ,Single,0.00,0,75.00,0.00,
0166713,ROSES LIME JUICE,12 OZ,Single,0.00,0,4.49,0.00,
0166753,ROSES GRENADINE,25 OZ,Single,0.00,0,0.00,0.00,
01669700023,DE LOACH PINOT NOIR,750ML,,0.00,0,,0.00,
01697626100,CLEAR CREAK CRANBERRY,750ML,,0.00,0,,0.00,
01715193306,LYETH CAB SAUV,750ML,,0.00,0,88.00,0.00,
01722441210,CAYMUS CAB SAUV,1.0L,,0.00,0,720.00,0.00,
01722445012,CONUNDRUM WHITE WINE,1.0L,,0.00,0,0.00,0.00,
01722471001,CAYMUS WALKING FOOL RED,750ML,,0.00,0,260.00,0.00,
01722471020,BONANZA CAB SAUV,750ML,,0.00,0,160.00,0.00,
01722471210,CAYMUS CAB SAUV,750ML,,0.00,0,776.00,0.00,
01722475012,CONUNDRUM WHITE WINE,750ML,,0.00,0,120.00,0.00,
01722476012,CONUNDRUM RED BLEND,750ML,,0.00,0,160.00,0.00,
0180182,BUDWEISER 16 OZ CAN,16 OZ,6-Pack,0.00,-18 | -63,34.58,0.00,M
0181152,BUD LIGHT 16 0Z CAN,16 OZ,6-Pack,0.00,-232 | 370,34.58,0.00,M
01813810405,GAVILAN PINOT NOIR,750ML,,0.00,0,,0.00,
01813820102,EDNA VALLEY CHARDONNAY,750ML,,0.00,0,104.28,0.00,
01820000177,NATURAL LIGHT BLACK CHERRY/LEMONADE,50ML,Single,0.00,0,82.80,0.00,
01820000614,BUSCH NA CAN,12 OZ,12-Pack,0.00,-43 | -15,19.28,0.00,M
01820000769,BUD LIGHT 12 PK BTL,12 OZ,12-Pack,0.00,0,22.48,0.00,
01820000771,BUDWEISER 12 PK BTL,12 OZ,12-Pack,0.00,0,22.48,0.00,
01820000784,ODOULS GREEN BTL,12 OZ,6-Pack,0.00,0,26.78,0.00,
01820000801,BUSCH LIGHT CAN,12 OZ,12-Pack,0.00,0,18.48,0.00,
01820000833,BUD LIGHT 12 OZ. 6 PK. BTL,12 OZ,6-Pack,0.00,0,28.99,0.00,
01820000964,NATURAL ICE CAN,12 OZ,12-Pack,0.00,0,18.28,0.00,
01820005990,MICH. ULTRA 12 OZ. BTL.,12 OZ,12-Pack,0.00,0,24.28,0.00,
01820006991,MICH. ULTRA 12 OZ. CAN,12 OZ,12-Pack,0.00,0,24.28,0.00,
01820011030,BUDWEISER CAN,12 OZ,30-Pack,0.00,-204 | -1 | -178 | -174,25.99,0.00,M
01820011047,BUDWEISER 12PK CAN BOX,12 OZ,12-Pack,0.00,0,22.48,0.00,
01820011168,BUDWEISER 12 OZ CAN,12 OZ,24-Pack,0.00,0,20.99,0.00,
01820011218,BUDWEISER 18PK CAN,12 OZ,18-Pack,0.00,0,15.89,0.00,
01820011349,BUDWEISER 12 OZ BTL,12 OZ,24-Pack,0.00,10 | 2 | 5,20.99,0.00,M
01820012998,LANDSHARK LAGER BTL,12 OZ,12-Pack,0.00,-53 | 0,24.28,0.00,M
01820013986,SHOCK TOP BTL. BOX,12 OZ,6-Pack,0.00,0,31.98,0.00,
01820014990,BUD LIGHT LIME BTL.,12 OZ,12-Pack,0.00,0,24.28,0.00,
01820014991,BUD LIGHT LIME BTL.,12 OZ,6-Pack,0.00,0,32.78,0.00,
01820015030,NATURAL LIGHT,12 OZ,30-Pack,0.00,0 | 0,18.99,0.00,M
01820015047,NATURAL LIGHT CAN,12 OZ,12-Pack,0.00,0,18.28,0.00,
01820015983,BUD LIGHT LIME CAN,12 OZ,12-Pack,0.00,-3 | -1,24.28,0.00,M
01820018992,BUD LIGHT PLATINUM BTL.,12 OZ,12-Pack,0.00,0,24.28,0.00,
01820018993,BUD LIGHT PLATINUM BTL.,12 OZ,6-Pack,0.00,0,32.78,0.00,
01820020082,MICH. ULTRA GOLD,12 OZ,6-Pack,0.00,0,35.30,0.00,
01820020208,BUD LIGHT SELTZER VARIETY ,12 OZ,12-Pack,0.00,0,28.78,0.00,
01820020249,STELLA ARTOIS CAN,12 OZ,12-Pack,0.00,-58 | 0,29.98,0.00,M
01820020269,BUD LIGHT SELTZER,12 OZ,12-Pack,0.00,0,28.78,0.00,
01820020272,CACTI SELTZER,12 OZ,9-PACK,0.00,0,27.98,0.00,
01820020278,BUD LIGHT SELTZER SEASONAL MIX,12 OZ,12-Pack,0.00,0,28.78,0.00,
01820020313,STELLA N/A BTL,11 OZ,6-Pack,0.00,0 | 0,36.30,0.00,M
01820020327,BUD LIGHT NEXT CAN,12 OZ,12-Pack,0.00,0,24.28,0.00,
01820020333,BUD LIGHT HARD SODA MIX,12 OZ,12-Pack,0.00,0,28.78,0.00,
01820020337,MICH. ULTRA ORGANIC SELTZER MIX,12 OZ,12-Pack,0.00,0,31.28,0.00,
01820020339,NUTRAL LEMONADE MIX,12 OZ,8-Pack,0.00,0,45.00,0.00,
01820020352,NUTRL VARIETY PK,12 OZ,8-Pack,0.00,0,45.00,0.00,
01820022989,BUD LIGHT MANGO RITA 12 PK.,8 OZ,12-Pack,0.00,0,19.48,0.00,
01820025000,BUDWEISER 25 OZ.,25 OZ,Single,0.00,0,29.60,0.00,
01820025001,BUD LIGHT 25 OZ CAN,25 OZ,Single,0.00,0,29.60,0.00,
01820025006,BUD ICE 25 OZ. CAN,25 OZ,Single,0.00,0,15.90,0.00,
01820025008,NATURAL ICE 25 OZ CAN,25 OZ,Single,0.00,0,19.20,0.00,
01820025010,MICH. ULTRA CAN,25 OZ,Single,0.00,0,32.60,0.00,
01820025013,NATTY DADDY 25 OZ CAN,25 OZ,Single,0.00,0,19.15,0.00,
01820025014,RITAS LIME-A-RITA,25 OZ,Single,0.00,0,26.56,0.00,
01820025508,BUD LIGHT CHELADA,25 OZ,Single,0.00,0,36.48,0.00,
01820025509,BUD LIGHT CHELADA RED,25 OZ,Single,0.00,0,36.48,0.00,
01820025510,BUDWEISER CLAMATO 25 OZ CAN,25 OZ,Single,0.00,0,36.48,0.00,
01820025976,BUD LIGHT MANGO CHELADA,25 OZ,Single,0.00,0,36.48,0.00,
01820026061,BUD LIGHT SELTZER BLACK CHERRY ,25 OZ,Single,0.00,0,38.40,0.00,
01820026091,BUD LIGHT SELTZER LIME ,16 OZ,4-Pack,0.00,0,28.48,0.00,
01820026124,STELLA  ARTOIS CAN,25 OZ,Single,0.00,0,40.20,0.00,
01820026188,BUD LIGHT HARD SODA COLA,25 OZ,Single,0.00,0,30.60,0.00,
01820026252,STELLA  ARTOIS ALUMINIUM BTL.,14 oz,4-Pack,0.00,0,35.19,0.00,
01820026297,NEON PUNCH BLAST,24OZ,Single,0.00,0,26.56,0.00,
01820026355,BUD LIGHT SELTZER CHERRY COLA,25 OZ,Single,0.00,0,38.50,0.00,
01820027030,NATURAL ICE CAN,12 OZ,30-Pack,0.00,-10 | -1 | -40 | -462,18.99,0.00,M
01820028156,SHOCK TOP CAN,12 OZ,15-Pack,0.00,0,29.50,0.00,
01820028753,BUSCH LIGHT APPLE CAN,12 OZ,30-Pack,0.00,0 | 0,21.99,0.00,M
01820053030,BUD LIGHT CAN,12 OZ,30-Pack,0.00,-192 | -3 | -536 | -634,25.55,0.00,M
01820053047,BUD LIGHT CAN,12 OZ,12-Pack,0.00,0,22.48,0.00,
01820053168,BUD LIGHT 12 OZ CAN,12 OZ,24-Pack,0.00,0,20.99,0.00,
01820053218,BUD LIGHT 12 OZ CAN,12 OZ,18-Pack,0.00,0,15.89,0.00,
01820053349,BUD LIGHT 12 OZ. BTL.,12 OZ,24-Pack,0.00,-136 | -126 | -39,20.99,0.00,M
01820061030,BUSCH REG CAN,12 OZ,30-Pack,0.00,-256 | -539 | -67,18.48,0.00,M
01820061047,BUSCH REG CAN,12 OZ,12-Pack,0.00,0,18.48,0.00,
01820079047,ODOULS GREEN CANS,12 OZ,12-Pack,0.00,-1 | -2,24.28,0.00,M
01820086031,BUSCH LIGHT CAN,12 OZ,30-Pack,0.00,-135 | -259 | -50,18.48,0.00,M
01820096044,BUD LIGHT PLATINUM,12 OZ,18-Pack,0.00,-4 | -1 | 0,17.39,0.00,M
01820096292,BUD LIGHT LIME BTL.,12 OZ,18-Pack,0.00,-6 | -107 | -199,17.39,0.00,M
01820096294,BUD LIGHT LIME CAN,12 OZ,18-Pack,0.00,0,17.39,0.00,
01820096550,MICH. ULTRA 12 OZ CAN,12 OZ,30-Pack,0.00,0,26.99,0.00,
01820096624,MICH. ULTRA 12 OZ. BTL.,12 OZ,18-Pack,0.00,0,17.39,0.00,
01820096715,MICH. ULTRA 12 OZ. CAN,12 OZ,24-Pack,0.00,0,22.48,0.00,
01820096721,MICH. ULTRA 12 OZ. CAN,12 OZ,18-Pack,0.00,0,17.39,0.00,
01820096728,MICH. ULTRA 12 OZ. BTL.,12 OZ,24-Pack,0.00,-2 | -67 | -7,22.48,0.00,M
01820098404,ESTRELLA JALISCO BTL,12 OZ,24-Pack,0.00,0 | -34,23.28,0.00,M
0182662,BUD LIGHT LIME 25 OZ CAN,25 OZ,Single,0.00,0,32.80,0.00,
01834115101,BAREFOOT MAG CAB.SAUV.,1.5L,,0.00,0,54.50,0.00,
01834115102,BAREFOOT MAG SAUV. BLANC,1.5L,,0.00,0,54.50,0.00,
01834115105,BAREFOOT MAG CHARDONNAY,1.5L,,0.00,0,54.50,0.00,
01834115110,BAREFOOT MAG MERLOT,1.5L,,0.00,0,54.50,0.00,
01834175101,BAREFOOT CABERNET SAUVIGNON,750ML,,0.00,0,56.25,0.00,
01834175102,BAREFOOT SAUV BLANC,750ML,,0.00,0,56.25,0.00,
01834175105,BAREFOOT CHARDONNAY,750ML,,0.00,0,56.25,0.00,
01834175110,BAREFOOT MERLOT,750ML,,0.00,0,,0.00,
01834175126,BAREFOOT BUBBLY BRUT,750ML,,0.00,0,,0.00,
0184712,TILT BEER,16 OZ,Single,0.00,0,,0.00,
0185242,MICH. ULTRA CAN,16 OZ,4-Pack,0.00,-46 | -149,25.38,0.00,M
01941439111,WEINHAUS MAXFERD RICHTER,750ML,,0.00,0,,0.00,
01996210441,BONINA VINHO VERDE,750ML,,0.00,0,76.00,0.00,
01996216453,NARRAGANSETT LEMON SHANDY CAN,12 OZ,12-Pack,0.00,0 | 0,27.99,0.00,M
01996219401,WAYPOINT SPIRITS,750ML,,0.00,0,,0.00,
01996219411,WAYPOINT SPIRITS GIN,750ML,,0.00,0,,0.00,
01996219421,WAYPOINT SPIRITS,750ML,,0.00,0,,0.00,
01996219431,WAYPOINT SPIRITS SPICED RUM,750ML,,0.00,0,,0.00,
01996219441,WAYPOINT SPIRITS SPICY XIII,750ML,,0.00,0,,0.00,
01996219451,WAYPOINT SPIRITS COFFEE LIQ.,750ML,,0.00,0,,0.00,
01996261553,LONE PINE OH J IIPA 16 OZ CAN,16 OZ,4-Pack,0.00,0,78.69,0.00,
01996269241,LOLA PINOT NOIR,750ML,,0.00,0,15.00,0.00,
01996288813,DOGS & BOATS IIPA,16 OZ,4-Pack,0.00,0,70.00,0.00,
01996288903,YOU LIKE A DA JUICE,16 OZ,4-Pack,0.00,0,80.00,0.00,
02010650502,FRANCO SERRA BARBERA D'ASTI,750ML,,0.00,0,72.00,0.00,
02021203003,CLASE AZUL GOLD,750ML,,0.00,0,240.08,0.00,
02050700011,BITBURGER REG. 16 OZ CAN,16 OZ,4-Pack,0.00,0,38.28,0.00,
02127664062,SONOMA CORKSCREW,,Single,0.00,0,,0.00,
02129660241,PAUL MASSON MADEIRA,750ML,,0.00,0,0.00,0.00,
02129660282,PAUL MASSON MARSALA,750ML,,0.00,0,,0.00,
02129662002,PAUL MASSON PEACH,750ML,,0.00,0,,0.00,
02129662041,PAUL MASSON GRAND AMBER,50ML,Single,0.00,0,80.00,0.00,
02149788014,FORIS PINOT GRIS,750ML,,0.00,0,,0.00,
0215321041,FAMILIA DANTE,750ML,,0.00,0,,0.00,
02189378630,CA MONTINI PINOT GRIGIO,750ML,,0.00,0,124.00,0.00,
0220741,PABST BLUE RIBBON CAN,16 OZ,6-Pack,0.00,-25 | -143,23.99,0.00,M
02210000170,PABST BLUE RIBBON CAN,12 OZ,12-Pack,0.00,0,17.99,0.00,
02210000181,PABST BLUE RIBBON CAN,16 OZ,12-Pack,0.00,0,22.37,0.00,
02257805615,HOUDINI WAITHER'S CORKSCREW,SINGL,Single,0.00,0,0.00,0.00,
02257806113,RABBIT FOIL CUTTER,SINGL,Single,0.00,0,,0.00,
02257806115,RABBIT WINE & CHAMPAGNE SEAL,SINGL,Single,0.00,0,,0.00,
02257806116,VELVET WINE POURER WITH STOP,SINGL,Single,0.00,0,,0.00,
02257806119,RABBIT WINE BOTTLE STOPPERS,SINGL,Single,0.00,0,,0.00,
02257810106,RABBIT BARWARE WING CORKSCREW,,Single,0.00,0,,0.00,
02257810198,RABBIT CORKSCREW,SINGL,Single,0.00,0,,0.00,
02285105001,FELIPE II BRANDY,750ML,,0.00,0,,0.00,
02285120201,MONTECILLO CRIANZA,750ML,,0.00,0,,0.00,
02291620008,SCHLINK HAUS KEBINETT RIESLING,750ML,,0.00,0,86.92,0.00,
02291620081,SCHLINK HAUS RIESLING,750ML,,0.00,0,0.00,0.00,
02303531593,LA LECCIAIA ORVIETO CLASSICO,750ML,,0.00,0,76.00,0.00,
02303532177,DANTE DI FLORENZA CHIANTI,750ML,,0.00,0,70.00,0.00,
02303532199,DANTE ALIGHIERI TOSCANA RED,750ML,,0.00,0,,0.00,
02303532207,DONTE ALIGHIERI CHIANTI,1.5L,,0.00,0,,0.00,
02303532208,ALIGHIERI RED BLEND,1.5L,,0.00,0,,0.00,
02303532279,ZIOBAFFA PINOT GRIGIO,750ML,,0.00,0,96.00,0.00,
02303532359,ROBINIA SANG./MERLOT,750ML,,0.00,0,108.00,0.00,
02593545170,CHATEAU LES MAURINS,750ML,,0.00,0,,0.00,
0261281,MAVERICK MEN BX,PK,Single,0.00,0,,0.00,
0261451,MAVERICK MEN 100 BX,PK,Single,0.00,0,,0.00,
0261531,MAVERICK BOX 100,PK,Single,0.00,0,,0.00,
0265731,NEWPORT BOX  100S,1PK,Single,0.00,0,129.06,0.00,
0265751,NEWPORT BOX,1PK,Single,0.00,0,129.06,0.00,
0265761,NEWPORT LT MENTHOL GOLD SHORT,1PK,Single,0.00,0,129.06,0.00,
0266631,NEWPORT LT MENTHOL GOLD 100,1PK,Single,0.00,0,127.25,0.00,
0268741,MAVERICK BX,PK,Single,0.00,0,,0.00,
02772441750,HANGAR 1 BUDDHAS CITRON,750ML,,0.00,0,,0.00,
0278672,PALL MALL RED 100,SINGL,Single,0.00,0,,0.00,
02789460641,LAYMAN ORCHARDS APPLE CIDER,16 OZ,4-Pack,0.00,0,55.00,0.00,
0283572,MARLBORO REGULAR,1PK,Single,0.00,0,124.54,0.00,
0283612,MARLBORO MENTHOL,1PK,Single,0.00,0,125.73,0.00,
0283632,MARLBORO REGULAR 100S,1PK,Single,0.00,0,124.54,0.00,
0283842,MARLBORO LIGHTS,1PK,Single,0.00,0,124.54,0.00,
0284012,MARLBORO GOLD MENTHOL,1PK,Single,0.00,0,124.54,0.00,
0284652,MARLBORO LIGHTS 100S,1PK,Single,0.00,0,124.54,0.00,
0284712,MARLBORO GOLD MENTHOL 100 BOX,1PK,Single,0.00,0,125.63,0.00,
0284772,MARLBORO SILVER BOX,1PK,Single,0.00,0,124.54,0.00,
0284782,MARLBORO SILVER 100 BOX,1PK,Single,0.00,0,122.90,0.00,
0287742,VIRGINIA SLIMS MENTHOL BOX,1PK,Single,0.00,0,130.18,0.00,
0287842,PARLIAMENT LIGHTS,1PK,Single,0.00,0,132.84,0.00,
0287912,PARLIAMENT LIGHTS 100S,1PK,Single,0.00,0,132.84,0.00,
02992911541,LICOR 43 CUARENTA Y TRES,750ML,,0.00,0,22.99,0.00,
03017409112,FAR NIENTE CHARDONNAY,750ML,,0.00,0,0.00,0.00,
03017409130,FAR NIENTE CAB SAUV,750ML,,0.00,0,0.00,0.00,
03061300001,BROOKLYN LAGER BOX BTL.,12 OZ,6-Pack,0.00,0,33.99,0.00,
03061300038,BROOKLYN LAGER CAN,12 OZ,12-Pack,0.00,0 | 0,28.98,0.00,M
03061300074,BROOKLYN MIX CAN,12 OZ,12-Pack,0.00,0,29.98,0.00,
03061310098,BROOKLYN PULP ART HAZY,12 OZ,6-Pack,0.00,0,33.99,0.00,
03061310326,BROOKLYN PILSNER CAN,12 OZ,6-Pack,0.00,0,33.99,0.00,
03061322092,BROOKLYN STONEWALL IPA,16 OZ,4-Pack,0.00,0,39.99,0.00,
03120001530,OCEAN SPRAY CRANBERRY,10 OZ,Single,0.00,0,16.99,0.00,
03120020097,OCEAN SPRAY CRANBERRY,64 oz,Single,0.00,0,31.04,0.00,
03125900004,JOSH NORTH COAST CAB SAUV,750ML,,0.00,0,152.00,0.00,
03125900104,JOSH ROSE,750ML,,0.00,0,109.12,0.00,
03125900145,JOSH PINOT GRIGIO,750ML,,0.00,0,109.12,0.00,
03125900277,REDEMPTION WHEATED BOURBON,750ML,,0.00,0,,0.00,
03125900282,MACON- LUGNY,750ML,,0.00,0,128.00,0.00,
03125900355,MASTERSONS 10 YR STRAIGTHT RYE,750ML,,0.00,0,0.00,0.00,
03125900372,JOSH PROSECCO,750ML,,0.00,0,127.75,0.00,
03125900499,JOSH ZINFANDEL,750ML,,0.00,0,145.85,0.00,
03125900529,JOSH PINOT NOIR,375ML,,0.00,0,75.52,0.00,
03125900534,JOSH SEASWEPT,750ML,,0.00,0,109.12,0.00,
03125900892,YELLOW TAIL CHARDONAY,750ML,,0.00,0,61.50,0.00,
03125900893,YELLOW TAIL MAG CHARDONAY,1.5L,,0.00,0,54.50,0.00,
